Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.012576496071285671     8206                     3.94198940470351         6.513528469606318        0.13332290668653574      0.7176425960619035       0                        0                        0.999948725              0.05                     0.49236723501235247      0.0005                   0.26954529993236065      2e-06                    0.07373046875            1.3637261                0.73584455               
200                      1.138763766553667        829045                   4.99965645540064         7.374046251663795        0.14226361245866967      0.6213598138610473       0                        0                        0.98968825               0.05                     0.11155941057950258      0.0005                   0.250169781036675        2e-06                    0.043701171875           -0.02555273              0.47468305               
400                      2.2543077702654735       1649813                  5.83797317747755         12.078189791485833       0.138352367553543        0.6148147637687539       0                        0                        0.9794286                0.05                     0.15273280581459403      0.0005                   0.26020750775933266      2e-06                    0.177490234375           0.00094758614            0.5490723                
600                      3.367091632154253        2470603                  6.478449230498502        15.367246079681985       0.138352367553543        0.6148147637687539       0                        0                        0.96916875               0.05                     0.15013888804242015      0.0005                   0.25542530696839094      2e-06                    0.190185546875           -0.00060272013           0.5479209                
800                      4.4789539843797685       3291341                  5.206220137711075        15.599303874815632       0.138352367553543        0.6148147637687539       0                        0                        0.958909625              0.05                     0.10950105730444193      0.0005                   0.2644579904153943       2e-06                    0.17431640625            0.027796065              0.46597454               
1000                     5.600494492716259        4112081                  6.227565801050181        15.097560481668749       0.138352367553543        0.6148147637687539       0                        0                        0.948650225              0.05                     0.11243243934586644      0.0005                   0.263503928668797        2e-06                    0.184326171875           -0.010913026             0.47531468               
1200                     6.733185435533524        4932904                  6.083819769499365        17.942977302253897       0.138352367553543        0.6148147637687539       0                        0                        0.9383900625             0.05                     0.10141207277774811      0.0005                   0.25293092615902424      2e-06                    0.23046875               -0.026461942             0.46021608               
1400                     7.8736684641573165       5753644                  6.7309610626319945       18.352705361885015       0.138352367553543        0.6148147637687539       0                        0                        0.928130775              0.05                     0.08033442962914705      0.0005                   0.25025904178619385      2e-06                    0.206787109375           0.020981533              0.4037278                
1600                     9.027172159287664        6574379                  6.801405086944049        22.255784520163697       0.138352367553543        0.6148147637687539       0                        0                        0.917871675              0.05                     0.10490859998390079      0.0005                   0.24087847769260406      2e-06                    0.283447265625           -0.0095823975            0.44931066               
1800                     10.159079367452197       7395256                  7.062974054922194        22.9266542952679         0.138352367553543        0.6148147637687539       0                        0                        0.9076106875             0.05                     0.047901677899062634     0.0005                   0.26458242628723383      2e-06                    0.243896484375           -0.054946013             0.3170801                
2000                     11.2604707196686         8216080                  7.545158664305258        28.615331030262134       0.138352367553543        0.6148147637687539       0                        0                        0.8973502875             0.05                     0.09075158322229981      0.0005                   0.2356749949976802       2e-06                    0.315673828125           0.00055726396            0.43036067               
2200                     12.452657450967365       9037209                  7.275807339245005        38.13692498725223        0.138352367553543        0.6148147637687539       0                        0                        0.8870863                0.05                     0.13098885770887136      0.0005                   0.2312735253944993       2e-06                    0.230224609375           -0.05165202              0.52389765               
2400                     13.634155652854178       9858363                  8.395338954729601        44.74868425132353        0.138352367553543        0.6148147637687539       0                        0                        0.8768217375             0.05                     0.1198545889928937       0.0005                   0.2262338688597083       2e-06                    0.230224609375           -0.04399182              0.5012849                
2600                     14.579013570083513       10679690                 9.578550476816945        35.99745193364383        0.138352367553543        0.6148147637687539       0                        0                        0.8665552375             0.05                     0.036940711084753275     0.0005                   0.26466900017112494      2e-06                    0.179931640625           0.050939016              0.28930837               
2800                     15.769485780133142       11501169                 10.19723058731693        27.5831564619356         0.138352367553543        0.6148147637687539       0                        0                        0.8562868124999999       0.05                     0.041779430117458105     0.0005                   0.25515187345445156      2e-06                    0.220703125              -0.029284544             0.28833708               
3000                     17.13794268687566        12322894                 12.363029279707165       32.09651797711945        0.138352367553543        0.6148147637687539       0                        0                        0.846015175              0.05                     0.040055686491541564     0.0005                   0.26363417971879244      2e-06                    0.176513671875           0.011687017              0.28450313               
3200                     18.273805507156585       13145288                 13.366752910711766       46.274673379477015       0.138352367553543        0.6148147637687539       0                        0                        0.835735275              0.05                     0.04024741135071963      0.0005                   0.2587769655510783       2e-06                    0.171630859375           0.026536742              0.27856457               
3400                     19.66026382777426        13967853                 16.88620497665378        52.34751993793103        0.138352367553543        0.6148147637687539       0                        0                        0.8254532625             0.05                     0.031629940727725625     0.0005                   0.2530221976339817       2e-06                    0.227294921875           0.018924894              0.23327126               
3600                     21.02449191669623        14791194                 16.40749731138765        40.13330920696367        0.138352367553543        0.6148147637687539       0                        0                        0.8151613875             0.05                     0.031332150218077004     0.0005                   0.2590458607301116       2e-06                    0.213623046875           -0.054134022             0.24591939               
3800                     22.218427275485464       15614567                 21.955742229026686       44.16510690011996        0.138352367553543        0.6148147637687539       0                        0                        0.8048694624999999       0.049999999999999996     0.03174104983918369      0.0005                   0.26379299629479647      2e-06                    0.2275390625             0.031740002              0.2540922                
4000                     23.417236533164978       16438815                 19.52092384953653        35.259107877303755       0.138352367553543        0.6148147637687539       0                        0                        0.7945667000000001       0.05                     0.03707703773397952      0.0005                   0.27193769719451666      2e-06                    0.15673828125            -0.018359136             0.2720931                
4200                     24.36544361843003        17263613                 27.486362453963014       40.07330395636412        0.138352367553543        0.6148147637687539       0                        0                        0.7842566124999999       0.049999999999999996     0.036489385878667235     0.0005                   0.2750766081735492       2e-06                    0.206298828125           -0.07632087              0.26938343               
4400                     25.251324773629506       18089505                 28.342291829973643       48.05269567408403        0.138352367553543        0.6148147637687539       0                        0                        0.773932475              0.05                     0.05576474335975945      0.0005                   0.29102231934666634      2e-06                    0.273193359375           0.0069255223             0.27983752               
4600                     26.139348539908728       18916174                 37.09205226420004        34.537054652400656       0.138352367553543        0.6148147637687539       0                        0                        0.763599225              0.05                     0.037794453208334744     0.0005                   0.26458299811929464      2e-06                    0.204345703125           -0.074595325             0.2846341                
4800                     27.03041577710046        19743831                 43.272483477518406       40.84714264403518        0.138352367553543        0.6148147637687539       0                        0                        0.7532538125             0.05                     0.03813702426850796      0.0005                   0.26129085943102837      2e-06                    0.247314453125           -0.09548597              0.28732252               
5000                     27.926344749000336       20572901                 34.84324436433918        44.249149775969535       0.138352367553543        0.6148147637687539       0                        0                        0.7428903124999999       0.05                     0.03606403199955821      0.0005                   0.25595860835164785      2e-06                    0.2685546875             -0.016782794             0.27953252               
5200                     28.828189276655515       21403099                 55.073933416195544       36.89726882770068        0.138352367553543        0.6148147637687539       0                        0                        0.7325141125             0.05                     0.028991202330764604     0.0005                   0.2671751493916792       2e-06                    0.23552389705882354      0.05338519               0.2344741                
5400                     29.749887184699375       22234323                 51.963027347712305       50.02108858252254        0.138352367553543        0.6148147637687539       0                        0                        0.7221223625000001       0.05                     0.031731734867207706     0.0005                   0.2748545529320836       2e-06                    0.17822265625            0.04202176               0.2382618                
5600                     30.66462151348591        23065376                 71.51191491192901        36.666742327298785       0.138352367553543        0.6148147637687539       0                        0                        0.7117342                0.05                     0.03207102487795055      0.0005                   0.2645701067522168       2e-06                    0.178466796875           -0.025556115             0.25404748               
5800                     31.586147168543604       23898950                 38.14486853592848        41.52267005333212        0.138352367553543        0.6148147637687539       0                        0                        0.7013144875             0.05                     0.03221783961635083      0.0005                   0.26356565207242966      2e-06                    0.189697265625           0.0005994237             0.25286746               
6000                     32.51021695057551        24733090                 72.32423408284863        48.51437582406759        0.138352367553543        0.6148147637687539       0                        0                        0.6908887125             0.05                     0.040474175530321455     0.0005                   0.26318933946244855      2e-06                    0.22954963235294118      -0.061122667             0.26969567               
6200                     33.42708080940776        25566332                 52.51085947953372        42.30464409410766        0.138352367553543        0.6148147637687539       0                        0                        0.6804738                0.05                     0.028064723838778102     0.0005                   0.2505825091810787       2e-06                    0.17784926470588236      0.0020355985             0.2438139                
6400                     34.34470680587822        26400914                 77.21376778051729        41.99756721878139        0.138352367553543        0.6148147637687539       0                        0                        0.670040175              0.05                     0.030677212169393897     0.0005                   0.2627664050087333       2e-06                    0.17041015625            -0.07673038              0.24847718               
6600                     35.286762682464385       27235468                 86.72475066265672        59.26099243907504        0.138352367553543        0.6148147637687539       0                        0                        0.65961035               0.05                     0.03573654263335116      0.0005                   0.25763295064954195      2e-06                    0.18612132352941177      -0.076301664             0.269808                 
6800                     36.204792740278776       28068282                 91.51450135372062        50.0282617866388         0.138352367553543        0.6148147637687539       0                        0                        0.6491992375000001       0.05                     0.01809904784621561      0.0005                   0.26774804118801565      2e-06                    0.18267463235294118      0.012636306              0.19411248               
7000                     37.12603410952621        28902356                 3.1232460266782858       42.96115565040504        0.138352367553543        0.6148147637687539       0                        0                        0.638771775              0.05                     0.024921712698414922     0.0005                   0.24560708831995726      2e-06                    0.15283203125            0.019976586              0.22153156               
7200                     38.05963841948244        29735880                 46.75556368772584        43.87565304284059        0.138352367553543        0.6148147637687539       0                        0                        0.6283534625             0.05                     0.053416493622695696     0.0005                   0.2694147772648755       2e-06                    0.14682904411764705      -0.044176217             0.32002622               
