Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
2000                     7.7997447076771          8207291                  14.474165195904089       37.399759613586035       0.17630947171303044      0.7059220133364312       0                        0                        0.8974601625             0.05                     0.30539695732295513      0.0005                   0.2705260366201401       2e-06                    0.1181640625             0.04208434               0.7879719                
2200                     8.58655217508475         9027614                  11.842879062861476       38.22599663732306        0.17630947171303044      0.7059220133364312       0                        0                        0.887206075              0.05                     0.42095496878027916      0.0005                   0.25517885852605104      2e-06                    0.108154296875           -0.022289075             0.92655003               
2400                     9.381945215000046        9849978                  15.077204515868633       34.46931410299132        0.17630947171303044      0.7059220133364312       0                        0                        0.8769266874999999       0.049999999999999996     0.3354292679578066       0.0005                   0.24844683334231377      2e-06                    0.1650390625             -0.020979375             0.84242076               
2600                     10.18178845875793        10672564                 19.994452512319096       33.705543069251476       0.17630947171303044      0.7059220133364312       0                        0                        0.866644175              0.05                     0.3032693527638912       0.0005                   0.25160508044064045      2e-06                    0.17626953125            0.012719209              0.77911323               
2800                     10.99468610326449        11493231                 18.57133975145697        36.01896930876277        0.17630947171303044      0.7059220133364312       0                        0                        0.8563859625             0.05                     0.3337315171957016       0.0005                   0.2564100092276931       2e-06                    0.14892578125            -0.069318675             0.8259533                
3000                     11.802000307175849       12314965                 22.76313320057893        39.27829637114714        0.17630947171303044      0.7059220133364312       0                        0                        0.8461143625             0.05                     0.37246529944241047      0.0005                   0.256762458011508        2e-06                    0.16552734375            -0.04043708              0.8808224                
3200                     12.631969850328234       13137551                 22.601197523042057       42.71674572991296        0.17630947171303044      0.7059220133364312       0                        0                        0.8358321249999999       0.05                     0.3574456609785557       0.0005                   0.2660078536719084       2e-06                    0.1337890625             0.049191892              0.85639757               
3400                     13.44464821252558        13960612                 24.663478971679332       49.306370664267924       0.17630947171303044      0.7059220133364312       0                        0                        0.8255435999999999       0.05                     0.4092419221997261       0.0005                   0.26447291299700737      2e-06                    0.1484375                -0.0014422758            0.9375694                
3600                     14.374065481623013       14783669                 21.318081269332513       55.082278009899646       0.17630947171303044      0.7059220133364312       0                        0                        0.8152558375             0.05                     0.4725777506828308       0.0005                   0.2542750732973218       2e-06                    0.162109375              -0.04777047              1.0195911                
3800                     15.249787857400046       15606937                 34.22851128769418        98.48476445251518        0.17630947171303044      0.7059220133364312       0                        0                        0.8049644875             0.05                     0.44602610170841217      0.0005                   0.2652176124975085       2e-06                    0.171875                 -0.079096876             0.9704604                
4000                     16.141661921805806       16431382                 40.57901702268393        191.51347441600166       0.17630947171303044      0.7059220133364312       0                        0                        0.7946593249999999       0.05                     0.3806209657341242       0.0005                   0.2672857055440545       2e-06                    0.17041015625            0.08502334               0.8869884                
4200                     16.96447443942229        17255990                 30.49166822733713        177.9865597298918        0.17630947171303044      0.7059220133364312       0                        0                        0.7843519999999999       0.05                     0.4997037388384342       0.0005                   0.2534959753975272       2e-06                    0.133544921875           -0.11816998              1.0311872                
4400                     17.787123206324047       18082029                 49.844604869303204       317.94671992839835       0.17630947171303044      0.7059220133364312       0                        0                        0.7740259875             0.05                     0.4733713958412409       0.0005                   0.2585604880005121       2e-06                    0.1494140625             -0.1540925               1.0246601                
4600                     18.63018517567052        18909306                 58.13435379422949        332.04671465339567       0.17630947171303044      0.7059220133364312       0                        0                        0.7636850749999999       0.05                     0.3972802832722664       0.0005                   0.2705765897408128       2e-06                    0.162841796875           -0.0032160906            0.9226152                
4800                     19.48060449467765        19737727                 62.258309844166135       311.52057829126215       0.17630947171303044      0.7059220133364312       0                        0                        0.7533299875             0.05                     0.43667037039995193      0.0005                   0.2609840678051114       2e-06                    0.151611328125           -0.019919937             0.9435327                
5000                     20.33111311700609        20567522                 90.32408820339607        312.1952643386642        0.17630947171303044      0.7059220133364312       0                        0                        0.7429585375000001       0.05                     0.5161085865076851       0.0005                   0.2561289633021635       2e-06                    0.18221507352941177      -0.09910577              1.0709931                
5200                     21.184817881650396       21398570                 62.15654414242657        330.4688083320782        0.17630947171303044      0.7059220133364312       0                        0                        0.7325691                0.05                     0.5487239696085453       0.0005                   0.26996468007564545      2e-06                    0.138671875              -0.012823578             1.0759916                
5400                     22.052147193815973       22231714                 86.949987357315          388.4828790807568        0.17630947171303044      0.7059220133364312       0                        0                        0.7221560499999999       0.05                     0.5265893830972559       0.0005                   0.2607870338594212       2e-06                    0.1723345588235294       -0.10862089              1.0510442                
5600                     22.91285210768382        23065824                 122.02045335502335       438.315760259653         0.17630947171303044      0.7059220133364312       0                        0                        0.7117299375             0.05                     0.43050046177471385      0.0005                   0.26274435134495006      2e-06                    0.20174632352941177      -0.15784268              0.9519998                
5800                     23.772637826535437       23902167                 92.74456681739706        424.5646330340384        0.17630947171303044      0.7059220133364312       0                        0                        0.701275475              0.05                     0.47269699503393736      0.0005                   0.2601167743696886       2e-06                    0.16015625               -0.13729012              0.9805868                
6000                     24.64364451467991        24741167                 156.00958376137638       396.6789559842856        0.17630947171303044      0.7059220133364312       0                        0                        0.6907891125             0.05                     0.34760931835455056      0.0005                   0.26254478184615865      2e-06                    0.13947610294117646      -0.011647009             0.8642735                
6200                     25.517720405922997       25580533                 152.35687616019197       441.4778466442178        0.17630947171303044      0.7059220133364312       0                        0                        0.6802956874999999       0.05                     0.36450114670921774      0.0005                   0.2619372422204298       2e-06                    0.1879595588235294       0.06648248               0.8730166                
6400                     26.404346845679814       26425625                 180.50277516659924       379.7651223000847        0.17630947171303044      0.7059220133364312       0                        0                        0.6697327375000001       0.05                     0.3967951501117033       0.0005                   0.2549402985502692       2e-06                    0.18267463235294118      -0.22975367              0.91978                  
6600                     27.29996918267674        27273212                 176.46168203240993       452.7910254290133        0.17630947171303044      0.7059220133364312       0                        0                        0.6591373                0.05                     0.350436724284116        0.0005                   0.2527772521271425       2e-06                    0.12522977941176472      -0.09252478              0.87282956               
6800                     28.186884313821793       28123252                 268.5480134646741        400.98167078343675       0.17630947171303044      0.7059220133364312       0                        0                        0.6485106375             0.05                     0.40723889507353306      0.0005                   0.24447105918079615      2e-06                    0.156494140625           -0.0071566924            0.94352055               
7000                     29.060537824498283       28977382                 302.1031233868159        476.65222274031305       0.17630947171303044      0.7059220133364312       0                        0                        0.6378359                0.05                     0.34497594307450685      0.0005                   0.24629205903586218      2e-06                    0.16084558823529413      -0.16102326              0.87708783               
7200                     29.93510263045629        29834705                 348.50788768542805       460.1310425819509        0.17630947171303044      0.7059220133364312       0                        0                        0.6271178625             0.05                     0.2468075568185133       0.0005                   0.2570914424517575       2e-06                    0.12385110294117647      -0.024835978             0.7353673                
7400                     30.820168196426497       30698334                 393.9994976120701        490.999228643948         0.17630947171303044      0.7059220133364312       0                        0                        0.6163252                0.05                     0.19781103116624496      0.0005                   0.2552956141093198       2e-06                    0.11259191176470588      0.09418573               0.6428094                
7600                     31.705437932676737       31563606                 456.34174580274384       365.0295757377738        0.17630947171303044      0.7059220133364312       0                        0                        0.605507725              0.05                     0.28169920514611635      0.0005                   0.2576870891977759       2e-06                    0.10684742647058823      -0.0021914945            0.78653336               
7800                     32.602245137559045       32436205                 196.32741987682368       493.34837127234493       0.17630947171303044      0.7059220133364312       0                        0                        0.594599775              0.05                     0.22701025184463053      0.0005                   0.2475514499580159       2e-06                    0.14361213235294118      -0.009496753             0.73470736               
8000                     33.506783451305495       33316849                 465.05281514228545       494.0562529510361        0.17630947171303044      0.7059220133364312       0                        0                        0.5835980125             0.05                     0.16301366216257998      0.0005                   0.2511815656172602       2e-06                    0.1669407894736842       0.06392794               0.5985501                
8200                     34.404675914446514       34191219                 199.48073177302558       479.92747366855104       0.17630947171303044      0.7059220133364312       0                        0                        0.5726618875             0.05                     0.261547005351852        0.0005                   0.24969432634465835      2e-06                    0.13947610294117646      -0.19227321              0.74591976               
8400                     35.300043987631796       35063693                 443.0024326102948        447.1451044569902        0.17630947171303044      0.7059220133364312       0                        0                        0.561757                 0.05                     0.2170131092562395       0.0005                   0.2537659862462212       2e-06                    0.10041360294117647      -0.100422524             0.73849815               
8600                     36.20761152433025        35936473                 459.418524734542         476.0871381179344        0.17630947171303044      0.7059220133364312       0                        0                        0.5508528                0.05                     0.13627558044697108      0.0005                   0.24160772405172648      2e-06                    0.17722039473684212      -0.0016000982            0.5441688                
8800                     37.13904690013992        36809493                 248.08239499143392       503.83343029172664       0.17630947171303044      0.7059220133364312       0                        0                        0.5399328624999999       0.05                     0.21697473438347087      0.0005                   0.2556786379393409       2e-06                    0.13212316176470587      -0.030072095             0.7074694                
9000                     38.07023423757818        37680555                 492.5036300082809        442.06246985749254       0.17630947171303044      0.7059220133364312       0                        0                        0.5290457375             0.05                     0.11807464106994517      0.0005                   0.2527058168369181       2e-06                    0.0900735294117647       0.018076185              0.5087211                
9200                     39.019896137913065       38552839                 492.5709914868983        483.1287580586967        0.17630947171303044      0.7059220133364312       0                        0                        0.5181444625             0.05                     0.19022558629512787      0.0005                   0.23449709680345324      2e-06                    0.18250868055555555      -0.09454965              0.6323034                
9400                     39.95267475008964        39424851                 487.41263210431833       477.31626312421207       0.17630947171303044      0.7059220133364312       0                        0                        0.507242925              0.05                     0.22353671359665253      0.0005                   0.22779817703892202      2e-06                    0.15625                  0.03246825               0.7371578                
9600                     40.904510247773594       40297956                 434.36669185398443       458.9008104449987        0.17630947171303044      0.7059220133364312       0                        0                        0.49633145               0.05                     0.1560246129002836       0.0005                   0.24582951019207636      2e-06                    0.16796875               -0.052917596             0.58443135               
9800                     41.84815142518944        41171326                 207.95838253400387       471.14353222382084       0.17630947171303044      0.7059220133364312       0                        0                        0.485410125              0.05                     0.17277232426054337      0.0005                   0.2330010209013434       2e-06                    0.19301470588235295      -0.07731352              0.60974175               
10000                    42.80589491089185        42046213                 502.3204121639595        470.73923392422023       0.17630947171303044      0.7059220133364312       0                        0                        0.4744795875000001       0.05                     0.20266452183326086      0.0005                   0.22695367948876488      2e-06                    0.16102430555555555      -0.013534395             0.71776456               
10200                    43.90862474408414        42922557                 477.85472760297          485.2465156965699        0.17630947171303044      0.7059220133364312       0                        0                        0.46352031250000003      0.05                     0.12960288673639297      0.0005                   0.25192124177427855      2e-06                    0.12729779411764705      -0.109229356             0.5606453                
10400                    45.06812539451652        43795428                 353.6580656688854        493.33249046127406       0.17630947171303044      0.7059220133364312       0                        0                        0.45261323750000004      0.05                     0.14917598830329049      0.0005                   0.2313726113902198       2e-06                    0.15928819444444445      -0.0024417401            0.61882794               
10600                    46.169411284857325       44667117                 480.4547912508769        489.4118214394121        0.17630947171303044      0.7059220133364312       0                        0                        0.44171737499999997      0.05                     0.09144889149400923      0.0005                   0.25436917195717496      2e-06                    0.1720920138888889       -0.09106728              0.43841547               
10800                    47.22163870626026        45537613                 497.17702855465603       520.4413811837105        0.17630947171303044      0.7059220133364312       0                        0                        0.4308318875             0.05                     0.14165997286053264      0.0005                   0.22483956813812256      2e-06                    0.19347426470588236      -0.023638114             0.58445096               
11000                    48.231528210375046       46407871                 507.4944164402634        479.5642760644874        0.17630947171303044      0.7059220133364312       0                        0                        0.41995775               0.05                     0.11625835672020912      0.0005                   0.2385678937037786       2e-06                    0.1792534722222222       -0.055837538             0.5091739                
11200                    49.158422957989906       47278694                 513.5106936269508        513.7648273195567        0.17630947171303044      0.7059220133364312       0                        0                        0.409069                 0.05                     0.06946640352115911      0.0005                   0.25547076148145337      2e-06                    0.1831341911764706       -0.028969103             0.39885312               
11400                    50.076143945058185       48154402                 511.7178287394472        503.2764817067517        0.17630947171303044      0.7059220133364312       0                        0                        0.39812708750000003      0.05                     0.08579376588265102      0.0005                   0.23911183493004906      2e-06                    0.162109375              -0.04217988              0.44832236               
11600                    50.987351195746          49023166                 505.5974881973898        513.5368357313794        0.17630947171303044      0.7059220133364312       0                        0                        0.3872631                0.05                     0.07029550938921816      0.0005                   0.24053785906118505      2e-06                    0.18175551470588236      -0.064653754             0.40084064               
11800                    51.90945439265834        49891531                 472.8210540839559        489.6485749554828        0.17630947171303044      0.7059220133364312       0                        0                        0.3764074375             0.05                     0.16324579102151535      0.0005                   0.23629415385863362      2e-06                    0.1371783088235294       -0.13920486              0.63526624               
12000                    52.824834436708024       50764301                 489.5507444562438        519.5232374729476        0.17630947171303044      0.7059220133364312       0                        0                        0.36550301249999995      0.05                     0.19678066132797134      0.0005                   0.2183317964275678       2e-06                    0.17838541666666666      -0.06411102              0.7814794                
12200                    53.733978366388214       51634583                 500.10639195755033       483.5055169015799        0.17630947171303044      0.7059220133364312       0                        0                        0.35461958750000006      0.05                     0.10869228971355102      0.0005                   0.2291790238198112       2e-06                    0.16199448529411764      -0.080541275             0.51201653               
12400                    54.64757299515936        52504408                 497.5423311340422        517.6057032992672        0.17630947171303044      0.7059220133364312       0                        0                        0.34374915000000006      0.05                     0.10878695328445996      0.0005                   0.2192207197932636       2e-06                    0.16038602941176472      -0.045984168             0.4728628                
12600                    55.55552268067996        53368874                 527.3499575301458        473.5254204000271        0.17630947171303044      0.7059220133364312       0                        0                        0.33294175000000004      0.05                     0.05620070722173242      0.0005                   0.23871866657453425      2e-06                    0.13878676470588236      0.017458618              0.38210967               
12800                    56.468141180210644       54235983                 512.3726535419501        520.274831188222         0.17630947171303044      0.7059220133364312       0                        0                        0.32210606249999996      0.05                     0.06320306286215782      0.0005                   0.24257393098539776      2e-06                    0.1755642361111111       -0.0061551416            0.36980122               
13000                    57.38207222845819        55101338                 516.8066438367033        535.8928251110633        0.17630947171303044      0.7059220133364312       0                        0                        0.31129107500000003      0.05                     0.1542234154124009       0.0005                   0.22066900996785416      2e-06                    0.19202302631578946      -0.08132087              0.60014385               
13200                    58.33829862038294        55969610                 498.08078990580947       528.3548328224581        0.17630947171303044      0.7059220133364312       0                        0                        0.3004328125             0.05                     0.050547929590239245     0.0005                   0.22696546158369849      2e-06                    0.16544117647058823      -0.0041772714            0.39567146               
13400                    59.40490956803163        56835575                 481.1114754136231        527.109380088948         0.17630947171303044      0.7059220133364312       0                        0                        0.28960995               0.05                     0.061747804284095764     0.0005                   0.22033735778596666      2e-06                    0.1623263888888889       -0.086616084             0.41342688               
13600                    60.42618580136034        57705781                 527.2508366503914        486.7584021294864        0.17630947171303044      0.7059220133364312       0                        0                        0.27873191249999996      0.05                     0.1631274766781751       0.0005                   0.21829242566052606      2e-06                    0.19921875               -0.14142582              0.65596914               
