Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.00794814599884881      8199                     5.7693043498105965       7.256980733715032        0.13497546755613984      0.8435638491611189       0                        0                        0.9999488000000001       0.05000000000000001      1.2390939672787984       0.0005                   0.26313495337963105      2e-06                    0.04739583333333333      2.050538                 1.2908156                
200                      0.785872200595008        829534                   10.406418677518005       17.965658299840076       0.18931544210508652      0.7086194832523115       0                        0                        0.989682025              0.05                     0.15519161336123943      0.0005                   0.2728102905675769       2e-06                    0.074951171875           0.033638835              0.560625                 
400                      1.6064461826615863       1649094                  7.686484177116389        18.859389278100615       0.17630947171303044      0.7059220133364312       0                        0                        0.979437525              0.05                     0.13583852676674724      0.0005                   0.2654093327000737       2e-06                    0.11865234375            0.00067222427            0.5230458                
600                      2.4018598149220147       2468551                  12.39521028626529        19.65728150929163        0.17630947171303044      0.7059220133364312       0                        0                        0.9691943249999999       0.049999999999999996     0.16841271053999662      0.0005                   0.26577786076813936      2e-06                    0.095458984375           0.023441926              0.5846309                
800                      3.1721795353624556       3287996                  9.996403312860652        26.443169873204788       0.17630947171303044      0.7059220133364312       0                        0                        0.9589512625000001       0.05000000000000001      0.18765430059283972      0.0005                   0.2630618456751108       2e-06                    0.15380859375            -0.00070351135           0.61656713               
1000                     3.9319444506698185       4107394                  13.117483112999587       28.514261211608353       0.17630947171303044      0.7059220133364312       0                        0                        0.9487087875             0.05                     0.24588729161769152      0.0005                   0.2709727995097637       2e-06                    0.14501953125            -0.010518685             0.70370793               
1200                     4.6941903522279524       4926792                  12.471413193797598       29.273044085117263       0.17630947171303044      0.7059220133364312       0                        0                        0.9384663125             0.05                     0.3118657525628805       0.0005                   0.24734587129205465      2e-06                    0.1171875                0.0013374892             0.80902267               
1400                     5.463645212252935        5746206                  14.078415750160696       30.05852466279262        0.17630947171303044      0.7059220133364312       0                        0                        0.9282236375             0.05                     0.4312251191586256       0.0005                   0.25894931983202696      2e-06                    0.093017578125           -0.08352073              0.9415755                
1600                     6.245444804098871        6565704                  14.322863928698428       26.283458606072177       0.17630947171303044      0.7059220133364312       0                        0                        0.91798                  0.05                     0.3442270224913955       0.0005                   0.25015975162386894      2e-06                    0.131591796875           0.012355182              0.84438413               
1800                     7.018563902775447        7386498                  13.783482476032594       31.213031642255462       0.17630947171303044      0.7059220133364312       0                        0                        0.9077200750000001       0.05000000000000001      0.3664801437407732       0.0005                   0.26289048977196217      2e-06                    0.19921875               0.039210834              0.8542209                
